PhraseId,SentenceId,Phrase,Sentiment
45979,2236,"showcases Davies as a young woman of great charm , generosity and diplomacy",4
5362,214,singularly,2
33213,1556,to the finish line,3
115,3,this one,2
2982,113,to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,0
113027,6002,Theological matters aside,2
73748,3772,"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",0
107754,5694,a hugely enjoyable film,4
64054,3240,followed by the bad idea,1
119210,6371,UHF,2
126193,6781,"a stale , overused cocktail using the same olives since 1962 as garnish",1
33018,1547,to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal,3
150151,8178,"no character ,",0
111777,5931,recognize it and,2
78102,4019,faulted,2
31727,1487,These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field,4
143349,7781,"with a mixture of deadpan cool , wry humor and just the measure",3
123749,6644,something creepy,2
151784,8282,the plot weaves us into a complex web .,3
93041,4848,Even if it made its original release date last fall,1
120134,6425,"is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project",4
151671,8275,"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake",0
138919,7529,all the enjoyable randomness of a very lively dream,3
140552,7627,"pokes , provokes , takes expressionistic license and",2
15712,675,"-LRB- Dong -RRB- makes a valiant effort to understand everyone 's point of view , and",4
34011,1597,the sad schlock merchant,0
83560,4319,those rare pictures,2
95386,4981,is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph .,4
99438,5213,see this,3
138559,7504,a vague reason,2
15952,684,leaves you intriguingly contemplative .,3
54762,2726,the picture realizes a fullness that does not negate the subject .,3
32069,1501,be in a contest to see who can out-bad-act the other,0
23465,1064,", there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",0
32987,1545,hard to imagine a more generic effort in the genre,0
91732,4773,even lazier,1
148899,8101,"is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults",0
145762,7923,the bad things,1
39461,1884,'s nowhere near as exciting as either,1
94542,4935,a young woman 's tragic odyssey,2
103332,5448,lackluster screenplay,1
105802,5585,", Reggio still knows how to make a point with poetic imagery",4
101551,5341,is a verbal duel between two gifted performers,4
52695,2609,major pleasures,3
48511,2370,is completely serviceable and quickly forgettable,1
73826,3777,sure mainstream audiences will be baffled,1
15155,652,"All three actresses are simply dazzling , particularly Balk , who 's finally been given a part worthy of her considerable talents .",4
5421,216,left off the film 's predictable denouement,1
98685,5175,"an emotional level , funnier ,",3
30017,1393,An imponderably stilted and self-consciously arty movie,1
17537,760,deeply moving French drama,3
8129,336,is a monumental achievement in practically every facet of inept filmmaking,2
98380,5156,pessimists,2
11856,509,at its visual delights,4
93103,4851,vampire tale,2
32443,1521,his role,2
31896,1493,"in a mess of mixed messages , over-blown drama and Bruce Willis",1
5772,229,Charleston rhythms,2
58771,2963,Heartwarming and,3
17201,746,film a must for everyone from junior scientists to grown-up fish lovers,4
85260,4408,"moody , oozing , chilling and heart-warming",3
155672,8520,"an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and",3
34826,1639,A stylistic romp that 's always fun to watch .,4
123408,6625,'s not an easy movie to watch,2
124135,6665,... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,4
37182,1763,Murder by Numbers ' is n't a great movie,0
124187,6667,joy to watch and -- especially -- to listen to,4
2226,84,"sexy , violent , self-indulgent and maddening",1
54210,2692,journey into a philosophical void,3
145627,7916,one film that 's truly deserving of its Oscar nomination,4
37962,1805,always hilarious,4
86638,4487,this year 's Razzie,1
57024,2871,A wild comedy,4
68667,3489,an impressive roster,4
135221,7299,to be a sweet and enjoyable fantasy,4
132897,7165,by a winning family story,3
154930,8476,"interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0
21554,964,nearly as dreadful as expected,0
72577,3707,survivable,2
53583,2658,A sentimental mess that never rings true,0
51427,2532,uptight,1
85480,4421,go down in the annals of cinema as one of the great submarine stories,4
132811,7161,compelling supporting characters,4
115369,6147,to discover that Seinfeld 's real life is boring,2
15686,673,of beautiful movement and inside information,4
108721,5755,"like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it",0
14352,618,a picture that was n't all that great to begin with,0
18516,812,immensely,3
88504,4599,lovely film,4
33276,1559,"A sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire",3
27047,1243,a forcefully quirky tone that quickly wears out its limited welcome,1
78094,4018,", visceral heaps",2
148405,8075,gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day,4
83214,4297,"of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny",0
28411,1314,", Minority Report commands interest almost solely as an exercise in gorgeous visuals .",4
147224,8010,", Godard can still be smarter than any 50 other filmmakers still at work .",4
22384,1009,thin writing proves its undoing,0
19941,884,"on love , history , memory , resistance and artistic transcendence",2
26583,1219,an A-list director,3
11989,515,lovely trifle,4
93377,4870,assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,1
125155,6726,would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly,2
29042,1345,to swallow than Julie Taymor 's preposterous Titus,2
102820,5418,why it works,3
126508,6803,"nurtures the multi-layers of its characters ,",4
129746,6983,"It 's not a bad premise , just a bad movie .",0
120045,6421,"Totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe",1
74986,3846,"Adults , other than the parents ...",3
136012,7348,Bowling for Columbine is at its most valuable,3
125510,6744,it thumbs down due to the endlessly repetitive scenes of embarrassment,0
69553,3535,you to enjoy yourselves without feeling conned,3
59159,2985,prefer Soderbergh 's concentration on his two lovers,2
103360,5449,the story of Matthew Shepard,2
64655,3273,"One problem with the movie , directed by Joel Schumacher",1
75359,3866,"Build some robots , haul 'em to the theatre with you for the late show , and put on your own Mystery Science Theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year",0
75793,3885,enormously endearing,4
25242,1153,mined his personal horrors,2
50303,2473,of clams left in the broiling sun for a good three days,1
66201,3356,his storytelling ability,2
152932,8348,steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience,2
10682,452,picture,2
94866,4950,to be quirky and funny that the strain is all too evident,1
127722,6869,also a -- dare I say it twice -- delightfully charming -- and totally American,4
90524,4712,"a goofball movie ,",2
49081,2397,shtick and,2
123459,6628,"Muddled , melodramatic paranormal romance is an all-time low for Kevin Costner .",0
11615,501,", twisted , brilliant and macabre",4
120701,6455,inexcusable,0
94909,4953,"The wonderfully lush Morvern Callar is pure punk existentialism , and",3
102847,5420,"play Hannibal Lecter again ,",2
111520,5917,a rain coat shopping,2
105528,5572,"clumsy dialogue , heavy-handed phoney-feeling sentiment ,",0
75510,3871,a genuine and singular artist,4
86801,4497,"A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",4
32318,1515,place most of the psychological and philosophical material in italics rather than,2
58387,2942,is wickedly fun,4
33616,1577,"unfolds with all the mounting tension of an expert thriller ,",4
119012,6361,scenes all end in someone screaming .,1
154194,8425,is heartening in the same way that each season marks a new start,3
78220,4024,is worth watching as it develops,4
9671,403,"to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal",4
43069,2078,a total lack of empathy,1
153811,8401,just plain awful but,0
19142,840,Here is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .,3
92561,4822,the intentionally low standards of frat-boy humor,0
122452,6566,"'s surprisingly decent ,",3
90111,4691,"I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese ,",2
9501,395,if the film is well-crafted and this one is,4
126166,6780,", gut-clutching piece",3
128853,6931,absurd collection,1
135653,7328,did n't offer an advance screening,1
32240,1511,"are complex and quirky , but entirely believable",3
51934,2562,like a great missed opportunity,1
153511,8384,powerful performance,4
104319,5504,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here",4
75197,3857,"running time , you 'll wait in vain for a movie to happen .",0
142808,7750,this doc,2
50630,2490,"The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct -LRB- `` Laissez-passer '' -RRB- wears its heart on its sleeve .",4
151799,8283,"are instantly recognizable , allowing the film to paradoxically feel familiar and foreign at the same time .",4
44222,2144,is prime escapist fare,3
18677,819,"van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline",4
91778,4777,is simple,2
126628,6808,superb actors,4
103218,5444,"can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good . '",4
72034,3678,rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .,0
152949,8349,Michel Piccoli 's moving performance,4
152079,8297,a terrific screenplay and fanciful direction,4
111876,5939,the movie is based on a Nicholas Sparks best seller,2
121008,6482,"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",1
141685,7686,unleashes his trademark misogyny,1
12411,531,denouements,2
86494,4478,just under ninety minute,2
74027,3786,"A fine effort ,",3
75436,3868,how firmly director John Stainton has his tongue in his cheek,2
13653,585,with the world,2
118943,6357,Blade II has a brilliant director and charismatic star,4
42420,2044,most delightful,4
51858,2558,gang-member teens,2
24679,1124,one of the year 's best,4
89016,4626,of traditional layers of awakening and ripening and separation and recovery,3
78707,4050,trimming the movie to an expeditious 84 minutes,2
9017,376,brutal honesty and respect,4
133079,7177,does n't match his ambition,1
37719,1794,pretentious mess .,0
89882,4677,more likely to enjoy on a computer,2
80544,4149,Enchanted with low-life tragedy and,2
13146,565,best kind,4
70237,3576,"resolutely unamusing ,",0
54430,2705,long and relentlessly saccharine,0
18120,790,laugh-out-loud bits,4
105013,5547,of creative storytelling,3
147814,8042,huge fan,4
149322,8126,Harmon 's daunting narrative,2
31023,1445,the worst movie,0
73313,3745,aims for the toilet and scores a direct hit,0
37139,1760,a halfway intriguing plot,3
121784,6526,The innate theatrics that provide its thrills and extreme emotions,3
35184,1654,has been marshaled in the service of such a minute idea,1
49822,2443,emaciated,1
63173,3194,", the subject matter goes nowhere .",1
75004,3847,"With Spy Kids 2 : The Island of Lost Dreams , however , Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .",4
82766,4275,"as nudity , profanity and violence",1
109654,5810,", it 's almost impossible not to be swept away by the sheer beauty of his images .",4
100890,5299,Sometimes this ` Blood ' seems as tired as its protagonist,1
81201,4185,nary a glimmer of self-knowledge,1
64839,3283,the discomfort and embarrassment,1
144570,7847,tabloids,2
95295,4974,jerking off in all its Byzantine incarnations,1
123510,6632,", clever",3
142880,7754,unable to save the movie,0
74338,3808,give-me-an-Oscar,3
122463,6567,tendentious intervention into the who-wrote-Shakespeare controversy,2
114439,6086,hearts of gold,4
84409,4366,still fun and enjoyable and so aggressively silly,3
118499,6332,Devolves into the derivative,1
55691,2785,A derivative collection of horror and sci-fi cliches .,0
141309,7664,"inconsistent , meandering , and sometimes dry plot",0
104743,5531,might just be the movie you 're looking for,4
85482,4421,in the annals of cinema,3
70392,3588,Clockstoppers if you have nothing better to do with 94 minutes .,1
153333,8374,Byron and Luther,3
30790,1432,your brain and your secret agent decoder ring at the door,1
82377,4255,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness",1
134786,7275,"innocent , childlike and inherently funny",4
115753,6168,undiminished,2
8004,328,celebration,3
69672,3543,thing missing,2
121842,6529,the predictability of bland comfort food,1
58947,2972,the excellent performances,4
147045,8003,learn a thing,2
109897,5821,"envelops the audience in his character 's anguish , anger and frustration",2
109839,5818,I do n't think that A.C. will help this movie one bit,1
37261,1769,are scenes of cinematic perfection that steal your heart away .,4
65994,3348,"'s so fun about this silly , outrageous , ingenious thriller",4
58013,2924,"is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work",4
131165,7070,... the kind of movie you see because the theater has air conditioning .,1
23282,1055,runs for only 71 minutes and feels like three hours,0
32396,1518,blandness,1
105751,5583,"seriously dumb characters ,",1
113450,6029,grace this deeply touching melodrama .,4
80857,4168,"is Sandler running on empty , repeating what he 's already done way too often",1
91605,4766,"a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes",2
154566,8450,works superbly here,4
56530,2839,"The three leads produce adequate performances ,",3
101569,5342,at its seams,2
53962,2679,misguided,0
117776,6289,Puts to rest any thought that the German film industry can not make a delightful comedy centering on food .,4
105734,5582,contrasting the sleekness of the film 's present with the playful paranoia of the film 's past,4
138384,7491,anchor the film in a very real and amusing give-and-take,3
97597,5105,director George Hickenlooper 's,2
125869,6761,"sweetness , clarity and emotional openness",4
73668,3767,'s not nearly enough,1
113561,6037,von Sydow ...,3
44602,2161,hugely overwritten,0
102641,5406,visually stunning rumination,4
85264,4408,chilling and heart-warming,3
37998,1807,"It may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding",3
28436,1315,to be the next Animal House,2
31933,1494,get at something,3
45745,2224,obscenely bad dark comedy,0
43828,2124,"in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year",1
143275,7777,concrete,2
96330,5032,"for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film",4
82699,4270,is one of the biggest disappointments of the year,0
101866,5361,all in one,2
72196,3688,as brave and challenging as you could possibly expect these days from American cinema,3
70645,3601,a wonderful subject,3
87189,4523,The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal,0
20516,916,warm and winning,3
128233,6900,"must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks",3
41330,1984,irredeemably awful .,0
11758,507,the essence of magic,3
12925,555,Treasure Planet rivals the top Japanese animations of recent vintage .,4
146844,7988,than most films,2
130051,7004,sub-par,1
83526,4317,", incoherent , instantly disposable",0
74694,3829,you leave the theater,2
126578,6805,decorating program run,2
89827,4674,is a movie that deserves recommendation,4
35186,1654,marshaled in the service of such a minute idea,1
121915,6534,This kiddie-oriented stinker,1
15508,664,is definitely a director to watch .,4
89489,4652,getting into too many pointless situations,1
30721,1429,"liked the original short story but this movie ,",2
69236,3518,an undistinguished rhythm of artificial suspense,1
154053,8415,inspired performance,4
33182,1555,animated feature,2
24571,1119,makes you nervous,1
40099,1920,true-blue delight .,4
74102,3794,"The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .",0
69593,3539,is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .,4
88687,4608,of a particular theatrical family,3
69830,3550,"explosions , sadism and seeing people",0
154883,8472,makes the grade as tawdry trash .,1
19141,839,Colosseum,2
63935,3235,for Happiness,3
15821,679,"This is not Chabrol 's best , but",1
118642,6341,If there 's no art here,1
107381,5674,an autopilot Hollywood concoction,1
41763,2011,of folks who live in unusual homes,2
46642,2270,A fascinating case study,4
90030,4684,The very definition of what critics have come to term an `` ambitious failure .,0
125227,6728,Chelsea Hotel today,2
112794,5989,"bad writing , bad direction and bad acting -- the trifecta of badness",0
110511,5855,France 's most inventive directors,4
3006,113,simply because the movie is ugly to look at and not a Hollywood product,0
65017,3290,an image of black indomitability,2
31602,1480,every bit as filling as the treat of the title,4
119901,6412,", well-made B movie",4
44894,2177,insult the intelligence of everyone in the audience,0
82440,4256,is n't worth telling,1
40765,1953,to see this movie,2
5220,207,from a renowned Indian film culture that allows Americans to finally revel in its splendor,4
137374,7433,Most of the information,2
77725,3997,"all the stomach-turning violence , colorful New York gang lore and",2
120433,6439,a stunning new young talent in one,4
54040,2685,"paper-thin , and their personalities undergo radical changes when it suits the script",1
67331,3416,scores a direct hit,3
30753,1431,... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety,0
120785,6463,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",1
281,11,recommend Snow Dogs,4
145433,7901,"some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh",3
14820,637,an actress,3
58342,2940,outstanding feature debut,4
91194,4744,is guaranteed to lift the spirits of the whole family,4
89873,4677,a $ 40 million version of a game you 're more likely to enjoy on a computer,1
133217,7187,"viscerally exciting , and dramatically moving",4
91675,4770,An escapist confection that 's pure entertainment .,4
93852,4896,that Stealing Harvard is a horrible movie -- if only it were that grand a failure,0
30761,1431,its core ;,2
128059,6889,zings all the way,4
37856,1800,"an intelligent , realistic portrayal of testing boundaries",4
151427,8257,gone more over-the-top instead of trying to have it both ways,1
55244,2754,wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,1
28118,1291,phony baloney movie biz,1
19221,843,Interminably bleak,0
80079,4125,too ludicrous,0
1468,53,60,2
79243,4081,"listen to extremist name-calling ,",1
40790,1955,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,0
75784,3885,"the performance of Gedeck , who makes Martha enormously endearing",4
126611,6808,"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally",4
76566,3938,-LRB- Swimfan -RRB-,2
125977,6768,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,4
144048,7818,"motives and context , which drains it of the dramatic substance that would shake us in our boots -LRB- or cinema seats -RRB-",2
73239,3740,his storytelling skills have eroded,0
78816,4056,refreshes the mind and spirit along with the body,4
75677,3879,forgets to make it entertaining,0
25953,1188,incredible IMAX sound system,4
36601,1732,It 's just merely very bad .,0
88364,4590,A serious movie with serious ideas .,4
45205,2196,had no obvious directing involved,1
91111,4740,truly distinctive and a deeply pertinent,3
121243,6492,Watching it was painful,0
13994,603,and director Otar Iosseliani 's,2
35130,1651,the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time,3
121058,6483,the outlandishness of the idea itself,3
68520,3476,God is love,2
9831,410,Hilarious,3
42209,2033,of the impossibly long limbs and sweetly conspiratorial smile,3
10253,431,refuses to give Pinochet 's crimes a political context,2
147815,8042,"of cartoons derived from TV shows , but Hey Arnold",2
14930,641,slo-mo gun firing and random glass-shattering,2
33451,1569,"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered",0
106470,5623,Its and,2
2745,106,stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters,3
113320,6022,found in its ability to spoof both black and white stereotypes equally,3
42493,2048,of wit or charm,3
109616,5807,attempt to generate suspense rather than gross out the audience,3
55875,2793,not far,2
142141,7711,"the cleverness ,",3
108436,5738,has really found his groove these days .,3
25398,1162,Press the delete key .,0
105924,5592,"Seeks to transcend its genre with a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil .",3
122998,6601,enervating,1
65472,3316,all the lyricism,2
50010,2455,is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits,1
102258,5380,commiserating,2
132008,7115,dealing with right now in your lives,2
53936,2677,comes back for more,2
44884,2177,wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience,0
76262,3914,It 's loud and boring,0
135343,7309,its own considerable achievement,3
76667,3942,great presence,4
10768,457,will definitely,2
142070,7706,a just a waste,1
109815,5818,"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit .",0
20140,896,Feels more like a rejected X-Files episode than a credible account of a puzzling real-life happening .,0
99544,5219,tickles the funny bone,4
132724,7155,Adams just copies from various sources,1
103981,5483,of her characters,2
43700,2118,the word perfectly describes Pauline & Paulette,2
66444,3372,has dulled your senses faster and deeper than any recreational drug on the market,0
115517,6155,the kind of entertainment that parents love to have their kids see .,4
33719,1585,An engrossing and infectiously enthusiastic documentary .,4
62737,3172,for people who like their romances to have that French realism,3
30837,1435,"'s funny and human and really pretty damned wonderful , all at once .",4
70321,3584,"You do n't need to be a hip-hop fan to appreciate Scratch , and that 's the mark of a documentary that works",4
1625,60,smart new comedy,4
138325,7488,under-rehearsed and lifeless,0
54655,2720,"A solidly constructed , entertaining thriller",4
45950,2235,you would n't turn down a big bowl of that,4
109942,5824,you have to admit it 's semi-amusing to watch Robert DeNiro belt out `` When you 're a Jet,3
90105,4690,a solid base hit .,3
151651,8273,than any fiction,2
122148,6546,"Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",4
46542,2264,irreparably,1
76554,3937,'s been done before but never so vividly or with so much passion,4
90565,4714,smeary and blurry,1
5223,207,renowned Indian film culture,2
132141,7124,into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ',4
57527,2902,Fincher 's,2
138721,7517,"as one of the cleverest , most deceptively amusing comedies of the year",4
28873,1338,Hopkins\/Rock,2
66479,3374,-- the sober-minded original was as graceful as a tap-dancing rhino --,0
22497,1017,director Jon Purdy 's sledgehammer sap,1
145745,7922,"In the end , there is n't much to it .",0
50112,2462,"Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .",3
152025,8295,in this oddly sweet comedy about jokester highway patrolmen,3
22294,1002,vague without any of its sense of fun or energy,1
104551,5520,"Cold , nervy and memorable .",3
134587,7262,This is more fascinating -- being real -- than anything seen on Jerry Springer .,4
36466,1725,"Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",4
12080,518,"which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen",0
72266,3694,"It 's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom .",3
47030,2292,of the best and most exciting movies,4
4760,182,strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,3
140018,7597,vastly entertaining,4
92363,4809,Sacre,2
98487,5162,suffer ',1
124460,6687,"absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-Man",4
72239,3692,Depressingly thin and exhaustingly contrived,1
99351,5210,Weiss and Speck,2
66533,3376,of the saddest action hero performances ever witnessed,1
150049,8173,a slew,2
23431,1063,worst film,0
8501,352,the hothouse emotions,2
101011,5306,"it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",1
114360,6082,bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie,4
60452,3052,plodding picture,0
22177,995,as hilarious,3
149077,8111,is thought-provoking,4
3669,138,"that is fresh to say about growing up Catholic or , really , anything",2
149395,8129,unimpressively fussy,0
51967,2564,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie . ',0
131540,7088,with a story that is so far-fetched it would be impossible to believe if it were n't true,2
55397,2765,"when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer",2
70584,3598,Knows how to make our imagination wonder .,4
61927,3132,There are many definitions of ` time waster ' but this movie must surely be one of them .,0
102728,5412,fascinating to watch Marker the essayist at work,4
59832,3018,Lovingly photographed in the manner of a Golden Book sprung to life,4
154659,8456,The kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati,4
114113,6066,"making this character understandable ,",3
38258,1821,ability to pull together easily accessible stories that resonate with profundity,4
77873,4006,"The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star",1
119704,6403,"McKay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service .",0
61052,3084,Mario,2
92887,4838,is painful to watch,0
40920,1961,", empty sub-music video style",0
35133,1651,numerous scenes,2
81082,4178,a sucker,1
84599,4377,'s so badly made on every level that I 'm actually having a hard time believing people were paid to make it .,0
121740,6524,"If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .",4
14703,633,the movie 's presentation,2
93402,4870,honoring an attempt to do something different over actually pulling it off,2
66948,3398,Borstal Boy,2
45074,2189,Cho 's timing is priceless .,4
111746,5930,a joyous communal festival of rhythm,4
71507,3647,become a historically significant work as well as a masterfully made one,4
109278,5786,your favorite pet get buried alive,1
116265,6196,a good video game movie,4
137594,7443,self-destructiveness,0
138833,7525,"tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo",0
86745,4493,spontaneous creativity and,3
137010,7409,", nothing good can happen",0
29785,1381,"plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter",0
54594,2715,makes social commentary more palatable .,3
123722,6643,'s afraid of His best-known creation,2
132841,7163,"The animation is competent ,",3
130627,7038,"But the performances of Pacino , Williams , and Swank keep the viewer wide-awake all the way through .",4
116076,6187,What one is left with,2
119805,6408,"has warmth , wit and interesting characters compassionately portrayed",4
97959,5131,be served an eviction notice at every theater stuck with it,0
14051,604,the charismatic Jackie Chan to even younger audiences,3
118784,6349,intricately structured and well-realized,4
135828,7336,appealing characters,3
8047,331,surface,2
20023,888,"Hopkins , squarely fills the screen .",4
115516,6155,... the kind of entertainment that parents love to have their kids see .,4
5646,224,"that does n't offer any insight into why , for instance , good things happen to bad people",1
131287,7075,view a movie,2
58449,2945,a script that prevents them from firing on all cylinders,1
31792,1489,creativity,3
88414,4594,fairly enjoyable mixture,3
56284,2822,"A stylish but steady , and ultimately very satisfying , piece",4
152248,8307,"It 's not a classic spy-action or buddy movie ,",3
4230,160,without lectures or confrontations,3
132934,7169,the cinematic equivalent of high humidity,1
52012,2565,a masterpiece --,4
136655,7388,Sad nonsense,0
16147,695,is DOA,0
25263,1154,looks like a made-for-home-video quickie,1
28962,1342,"Call me a cynic ,",1
88262,4584,better than mid-range Steven Seagal,2
115843,6173,but it works under the direction of Kevin Reynolds .,3
153716,8395,it gets to you .,3
19067,836,most magical and most,3
55003,2740,sneaks up,2
84450,4368,"on dumb gags , anatomical humor , or character cliches",1
4318,163,death,2
34514,1621,with a confusing sudden finale that 's likely to irk viewers,1
53347,2646,dreamy,3
102407,5389,the house,2
91136,4741,cause loads of irreparable damage that years and years of costly analysis could never fix,0
130320,7020,her heroine 's book sound convincing,3
21381,955,marching bands,2
125784,6757,", all credibility flies out the window .",1
21188,948,moving moments and an intelligent subtlety,3
5438,217,superfluous sequel,0
70716,3604,credible case,3
37460,1778,"its exquisite acting ,",4
26632,1221,that ' hanging over the film,2
85490,4421,great submarine stories,4
79266,4082,"The film is visually dazzling , the depicted events dramatic , funny and poignant .",4
120174,6426,mean-spirited lashing,1
152444,8318,pitch-perfect acting,4
90295,4700,meticulous talent,3
52191,2578,"thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except",1
30618,1423,The history is fascinating ; the action is dazzling,4
98493,5162,you 'll know too,2
110626,5863,Henry Kissinger,2
121144,6487,pro-wildlife sentiments,2
118023,6304,marks a modest if encouraging return to form,3
114966,6122,"will be delighted with the fast , funny , and even touching story .",4
94976,4955,"A smart , sassy and exceptionally charming",4
130945,7057,"this tortured , dull artist",0
102942,5423,apply to medical school,2
60330,3046,fall dreadfully short,0
110535,5858,"is a convincing one , and should give anyone with a conscience reason to pause .",3
32877,1539,often misconstrued as weakness,2
106622,5631,it does afford,2
135288,7305,problematic script,1
80780,4162,new way,2
34637,1627,of The Graduate,2
28604,1322,"You can taste it ,",3
9068,379,over every cheap trick in the book trying to make the outrage,1
